"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.027150785E2,-3.592647118E0,1.801959836E-1,-3.903535681E0,5.308217659E0
2.027250155E2,-9.812072253E-1,-2.060181066E0,-1.902703854E0,2.971093334E0
2.027349525E2,9.455585057E-1,-3.909132051E0,-1.665088651E0,4.352920226E0
2.027448895E2,2.609654153E0,-5.105919101E0,-3.545615916E0,6.741817032E0
2.027548275E2,3.765670322E0,-5.107352253E0,-4.280192848E0,7.654108102E0
2.027647645E2,4.710765436E0,-5.314469402E0,-4.121035731E0,8.210836225E0
2.027747015E2,5.287226055E0,-6.213313918E0,-3.269640786E0,8.789230914E0
2.027846385E2,5.486003321E0,-6.978288769E0,-1.992170346E0,9.097334185E0
2.027945765E2,5.473370411E0,-7.915227309E0,-2.705343691E-1,9.627138509E0
2.028045135E2,5.129237212E0,-9.525701943E0,1.775212918E0,1.096355110E1
2.028144505E2,4.482196607E0,-1.171775936E1,4.071495781E0,1.318988433E1
2.028243885E2,3.263243347E0,-1.353031435E1,4.847368673E0,1.473822060E1
2.028343255E2,1.576645860E0,-1.324267578E1,3.216026496E0,1.371849483E1
2.028442625E2,1.218132822E0,-1.278461894E1,1.792135929E0,1.296696110E1
2.028541995E2,2.130537980E0,-1.247916975E1,1.411183836E-1,1.266052069E1
2.028641375E2,2.838423250E0,-1.155375782E1,-1.019666190E0,1.194092482E1
2.028740745E2,2.864959084E0,-1.089597530E1,-8.777202791E-1,1.130047172E1
2.028840115E2,2.237171460E0,-1.063446208E1,3.391806078E-1,1.087252333E1
2.028939495E2,1.735846831E0,-1.043934284E1,1.502879434E0,1.068885820E1
2.029038865E2,1.945192354E0,-1.006498070E1,1.553185953E0,1.036822050E1
2.029138235E2,2.447218210E0,-9.703484781E0,1.106746945E0,1.006833564E1
2.029237605E2,2.828429189E0,-9.324650111E0,2.508941199E-1,9.747412950E0
2.029336985E2,2.718830148E0,-8.950458714E0,-6.514523292E-1,9.376947196E0
2.029436355E2,2.269158068E0,-8.782621990E0,-1.130001980E0,9.141139526E0
2.029535725E2,1.907066315E0,-8.530950812E0,-6.461436421E-1,8.765359393E0
2.029635095E2,1.240386959E0,-8.243944910E0,2.849885949E-1,8.341606918E0
2.029734475E2,3.380553111E-1,-8.247070831E0,1.216143672E0,8.343108780E0
2.029833845E2,-2.140902463E-1,-8.407219636E0,2.308602362E0,8.721056215E0
2.029933215E2,-8.865253088E-1,-8.692739761E0,2.386572644E0,9.057890519E0
2.030032595E2,-1.758271634E0,-9.201275615E0,1.811482612E0,9.541302916E0
2.030131965E2,-3.086069790E0,-9.747313755E0,1.208953936E0,1.029541266E1
2.030231335E2,-5.340403558E0,-8.392830808E0,-1.722348241E0,1.009584086E1
2.030330705E2,-5.100294664E0,-2.941447681E0,-1.191703247E1,1.329213237E1
2.030430085E2,1.355772843E0,5.860990523E0,-2.209173266E1,2.289615649E1
2.030529455E2,-1.010375476E-1,2.057206704E1,-1.224192482E1,2.393919118E1
2.030628825E2,-6.421302302E0,3.642401369E1,7.692053121E-1,3.699369640E1
2.030728195E2,-8.766398306E0,4.358136583E1,-8.516071987E-1,4.446246082E1
2.030827575E2,-8.503056085E0,4.178866565E1,3.639156164E0,4.279997660E1
2.030926946E2,-9.197997081E0,2.372566691E1,8.848559872E0,2.694081351E1
2.031026316E2,-9.063718697E0,7.947430265E0,4.466227276E0,1.285534249E1
2.031125696E2,-1.417973038E0,7.796349907E0,3.757950536E0,8.770171700E0
2.031225066E2,1.477250503E0,1.253883356E1,3.861846203E0,1.320297210E1
2.031324436E2,-7.303827238E-1,1.620242875E1,2.756730630E0,1.645149598E1
2.031423806E2,-2.815432290E0,1.885756518E1,7.413591170E-1,1.908098626E1
2.031523186E2,-4.875578565E0,1.885057659E1,-1.848644006E-1,1.947176620E1
2.031622556E2,-6.948164499E0,1.384956998E1,-2.073241407E-1,1.549614668E1
2.031721926E2,-8.583564643E0,7.324778396E0,-4.001641434E-1,1.129115104E1
2.031821306E2,-9.251656394E0,2.117672644E0,-1.387504513E0,9.591811729E0
2.031920676E2,-8.394461011E0,-1.240411372E0,-2.904254712E0,8.968851179E0
2.032020046E2,-5.714283882E0,-2.786229833E0,-4.090116824E0,7.559442612E0
2.032119416E2,-3.100230576E0,-3.297036746E0,-4.526707367E0,6.401012460E0
2.032218796E2,-1.078899288E0,-3.926342745E0,-3.854519641E0,5.606916505E0
2.032318166E2,5.220937926E-1,-4.785997467E0,-2.402040283E0,5.380348614E0
2.032417536E2,1.734554450E0,-5.900643416E0,-9.341026407E-1,6.220837533E0
2.032516906E2,2.613392571E0,-7.077337094E0,-1.183171662E-1,7.545364141E0
2.032616286E2,3.378884316E0,-7.842269261E0,6.394105732E-1,8.563112300E0
2.032715656E2,4.073879691E0,-8.286474633E0,1.328122530E0,9.328776288E0
2.032815026E2,4.634405770E0,-8.876041201E0,1.732615367E0,1.016187878E1
2.032914406E2,4.969722830E0,-9.465211328E0,2.198531451E0,1.091429847E1
2.033013776E2,4.968741667E0,-9.231650730E0,2.951246445E0,1.089135550E1
2.033113146E2,4.814309685E0,-7.712900784E0,4.260830963E0,1.004097091E1
2.033212516E2,5.114959481E0,-5.828575314E0,3.159973333E0,8.373800340E0
2.033311896E2,5.893291712E0,-5.987967489E0,2.562173885E-1,8.405491609E0
2.033411266E2,6.152566609E0,-8.094067909E0,-1.792116049E0,1.032374405E1
2.033510636E2,5.692053938E0,-9.203285887E0,-2.209374527E0,1.104451379E1
2.033610006E2,5.502755009E0,-8.849601261E0,-1.594916362E0,1.054227269E1
2.033709386E2,5.966535105E0,-8.395969593E0,-9.866182387E-1,1.034723451E1
2.033808756E2,6.699749050E0,-8.232797778E0,-1.553055743E-1,1.061554127E1
2.033908126E2,6.643087776E0,-8.930366512E0,1.047479568E0,1.117941298E1
2.034007506E2,6.255018598E0,-1.004227713E1,2.475348580E0,1.208718074E1
2.034106876E2,5.724238182E0,-1.092585691E1,3.672467752E0,1.286966477E1
2.034206246E2,5.041192178E0,-1.148626809E1,3.603643684E0,1.305121531E1
2.034305616E2,4.214952539E0,-1.226119256E1,2.291817344E0,1.316643819E1
2.034404996E2,2.808857973E0,-1.209422298E1,1.851864653E0,1.255345830E1
2.034504366E2,1.001207042E0,-1.160755104E1,2.010105511E0,1.182278228E1
2.034603736E2,-4.021783631E-1,-1.092241991E1,2.891667995E0,1.130587228E1
2.034703106E2,-1.274311335E0,-1.053055472E1,3.569802339E0,1.119195876E1
2.034802486E2,-1.549962968E0,-1.084821173E1,2.580699034E0,1.125815662E1
2.034901856E2,-1.632329479E0,-1.091650253E1,3.632057206E-1,1.104384197E1
2.035001226E2,-2.670992323E0,-1.092107856E1,-2.364967182E0,1.148900460E1
2.035100606E2,-5.819703918E0,-1.159624486E1,-3.109116590E0,1.334198091E1
2.035199976E2,-1.154085652E1,-1.066262461E1,-4.191698163E0,1.626201914E1
2.035299346E2,-1.367087323E1,-6.605568532E0,-1.083194127E1,1.865093193E1
2.035398716E2,-1.070715701E1,-1.298477731E0,-5.845013591E0,1.226757676E1
2.035498096E2,-6.095455685E0,4.792853327E0,1.378324385E0,7.875646077E0
2.035597466E2,-8.845101829E0,2.859072341E1,6.263968931E0,3.057617697E1
2.035696836E2,-1.012849667E1,6.364182957E1,-3.139947789E0,6.451920790E1
2.035796216E2,-4.789984391E0,6.165314475E1,-4.254363942E0,6.198510967E1
2.035895586E2,-1.079508422E0,2.292032288E1,9.750746655E0,2.493157836E1
2.035994956E2,2.865689693E0,5.961540998E0,4.350686295E0,7.917109303E0
2.036094326E2,6.520650004E0,4.791982092E0,-2.364917700E-1,8.095547987E0
2.036193706E2,7.433336048E0,8.279894176E0,-3.812454772E-1,1.113357447E1
2.036293076E2,6.218898593E0,1.416335613E1,1.173461337E0,1.551297419E1
2.036392446E2,5.030478324E0,2.053972258E1,2.048049409E0,2.124571539E1
2.036491826E2,3.191154780E0,2.322090485E1,2.969824950E-1,2.344103431E1
2.036591196E2,1.291281563E0,1.899561794E1,1.628999197E-1,1.904015350E1
2.036690566E2,-1.831376448E-1,1.101988481E1,1.636471939E0,1.114223681E1
2.036789936E2,-1.699228935E0,4.265560775E0,2.951694342E0,5.458469308E0
2.036889316E2,-2.639339005E0,6.113030076E-2,3.077329956E0,4.054603181E0
2.036988686E2,-3.411987450E0,-2.230343812E0,2.053653234E0,4.564382049E0
2.037088056E2,-4.191325695E0,-3.396822989E0,2.504233825E-1,5.400771183E0
2.037187426E2,-4.221968029E0,-3.725694956E0,-1.290105103E0,5.776693528E0
2.037286806E2,-3.600623598E0,-4.025533158E0,-2.568312292E0,5.980437737E0
2.037386176E2,-2.239043738E0,-5.005865055E0,-2.849842277E0,6.180097314E0
2.037485546E2,-5.419946449E-1,-5.759431404E0,-2.056759860E0,6.139631049E0
2.037584926E2,8.392667963E-1,-6.464079362E0,-1.282612481E0,6.643326391E0
2.037684296E2,1.813566121E0,-7.362138596E0,-5.291350096E-1,7.600663829E0
2.037783666E2,2.802723367E0,-8.334322398E0,-2.613475163E-2,8.793001259E0
2.037883036E2,3.805776082E0,-9.719234256E0,2.684404081E-1,1.044124065E1
2.037982416E2,4.505887186E0,-1.148180549E1,6.321314476E-1,1.235048448E1
2.038081786E2,4.506874196E0,-1.261427785E1,-2.191366857E-1,1.339701241E1
2.038181156E2,3.098343972E0,-1.279844175E1,-2.145311848E0,1.334174687E1
2.038280526E2,1.859455947E0,-1.207090195E1,-2.988180968E0,1.257352280E1
2.038379906E2,2.158354209E0,-9.772339838E0,-2.837841452E0,1.040242582E1
2.038479276E2,2.786473078E0,-7.292039251E0,-2.754387066E0,8.277977819E0
2.038578646E2,3.540690807E0,-7.062017974E0,-2.925207624E0,8.424098106E0
2.038678026E2,4.422747965E0,-8.238525710E0,-2.508096496E0,9.681144223E0
2.038777396E2,5.039256749E0,-8.771442699E0,-2.065973318E0,1.032475478E1
2.038876766E2,5.293907669E0,-9.156598209E0,-6.699868333E-1,1.059800130E1
2.038976136E2,5.145294836E0,-9.434504675E0,1.280804522E0,1.082240258E1
2.039075516E2,4.790104259E0,-9.731040954E0,2.812655740E0,1.120487792E1
2.039174886E2,4.324329678E0,-1.001259433E1,3.764522806E0,1.153791594E1
2.039274256E2,3.752321422E0,-1.018884461E1,4.150055462E0,1.162391633E1
2.039373626E2,3.234284135E0,-1.041862732E1,4.185148112E0,1.168434225E1
2.039473006E2,2.437183511E0,-1.072462381E1,3.824005362E0,1.164390125E1
2.039572376E2,1.591866893E0,-1.104794911E1,3.408943098E0,1.167099451E1
2.039671746E2,9.406731570E-1,-1.098585986E1,3.247314363E0,1.149430440E1
2.039771116E2,3.029986221E-1,-1.035336070E1,3.268288325E0,1.086119674E1
2.039870496E2,-2.750938086E-1,-9.791646760E0,3.303985577E0,1.033771462E1
2.039969866E2,-1.416912938E0,-9.642556794E0,3.457277352E0,1.034114648E1
2.040069236E2,-4.243724933E0,-8.186618807E0,2.209020771E0,9.482072641E0
2.040168616E2,-7.786880341E0,-4.187095234E0,-4.505947412E0,9.923247152E0
2.040267986E2,-9.155229376E0,2.422910165E0,-1.034211417E1,1.402312533E1
2.040367356E2,-9.074258303E0,1.413775819E1,-2.277126800E0,1.695298431E1
2.040466726E2,-1.295295443E1,3.864757414E1,4.685240586E0,4.102883736E1
2.040566106E2,-1.644816150E1,5.355371728E1,8.682351598E0,5.669149743E1
2.040665476E2,-1.528910419E1,3.235277518E1,1.640626152E1,3.936526624E1
2.040764846E2,-1.330523514E1,1.384549447E1,5.614230421E0,2.000616361E1
2.040864226E2,-5.574448305E0,1.126279218E1,-7.377214472E0,1.457217400E1
2.040963604E2,1.642961179E0,1.397241765E1,-1.010986159E1,1.732446472E1
2.041062974E2,4.008862746E0,1.766306790E1,-1.001216631E1,2.069537200E1
2.041162344E2,3.016879102E0,1.940638484E1,-6.443552127E0,2.066951127E1
2.041261724E2,2.327757548E0,1.905958765E1,-4.869272928E0,1.980899178E1
2.041361094E2,1.633542338E0,1.740840295E1,-3.890760684E0,1.791253674E1
2.041460464E2,9.741480280E-1,1.451105146E1,-1.256559627E0,1.459789440E1
2.041559834E2,1.296840072E-1,1.140565837E1,1.304245425E0,1.148071936E1
2.041659214E2,-5.480910250E-1,7.820066798E0,2.677524832E0,8.283899307E0
2.041758584E2,-1.067496195E0,3.721796617E0,3.022309996E0,4.911789480E0
2.041857954E2,-1.485539077E0,-2.092718482E-2,3.001098636E0,3.348709800E0
2.041957334E2,-1.735948865E0,-3.102185885E0,2.517335681E0,4.355921792E0
2.042056704E2,-1.891975675E0,-5.225988750E0,8.260420024E-1,5.618974619E0
2.042156074E2,-1.563588150E0,-6.511552321E0,-9.454485780E-1,6.763061034E0
2.042255444E2,-6.351093614E-1,-7.462223048E0,-1.887724457E0,7.723447439E0
2.042354824E2,5.193403387E-1,-8.179948304E0,-1.834906558E0,8.399294656E0
2.042454194E2,1.591611808E0,-8.737685553E0,-1.556784330E0,9.016870545E0
2.042553564E2,2.615044409E0,-9.388608710E0,-1.396525598E0,9.845542875E0
2.042652934E2,3.515815582E0,-9.886144781E0,-6.879202437E-1,1.051522953E1
2.042752314E2,3.995241365E0,-1.016577033E1,2.877461235E-1,1.092646502E1
2.042851684E2,3.536662075E0,-1.073296428E1,5.934058134E-1,1.131621100E1
2.042951054E2,2.540957555E0,-1.133774063E1,4.413250333E-1,1.162736409E1
2.043050434E2,1.410638145E0,-1.193835960E1,1.286433856E-1,1.202209961E1
2.043149804E2,9.162230247E-1,-1.111801980E1,-4.269297731E-1,1.116387469E1
2.043249174E2,2.036469729E0,-8.545074177E0,-1.779866717E0,8.962891675E0
2.043348544E2,3.656812416E0,-7.115079117E0,-2.433018247E0,8.361591097E0
2.043447924E2,4.564874482E0,-7.992624564E0,-2.752354574E0,9.607058976E0
2.043547294E2,4.819659595E0,-8.844168028E0,-2.363257456E0,1.034569536E1
2.043646664E2,4.817772991E0,-9.405591363E0,-1.027118978E0,1.061748835E1
2.043746044E2,4.808118069E0,-9.704494010E0,8.515101349E-1,1.086371359E1
2.043845414E2,4.718755656E0,-9.960220817E0,2.613649263E0,1.132712744E1
2.043944784E2,4.140347915E0,-1.037671448E1,3.740508292E0,1.178176924E1
2.044044154E2,3.378973194E0,-1.071801529E1,4.547896507E0,1.212339367E1
2.044143534E2,2.475588900E0,-1.110890750E1,4.765424623E0,1.233878593E1
2.044242904E2,1.513918246E0,-1.100950951E1,4.664519223E0,1.205234366E1
2.044342274E2,8.586365752E-1,-1.071450696E1,4.460384738E0,1.163756625E1
2.044441644E2,1.893231949E-1,-1.052150440E1,4.594745568E0,1.148257746E1
2.044541024E2,-1.175669100E0,-9.974376926E0,5.267066610E0,1.134073999E1
2.044640394E2,-2.919348130E0,-9.398900394E0,5.243202953E0,1.115137208E1
2.044739764E2,-4.339235108E0,-9.120726711E0,4.579202499E0,1.108989236E1
2.044839144E2,-5.555191669E0,-9.081619363E0,3.413822014E0,1.117989917E1
2.044938514E2,-5.983424787E0,-9.506136575E0,2.870635561E0,1.159347029E1
2.045037884E2,-6.115688805E0,-1.001501624E1,2.402109865E0,1.197799364E1
2.045137254E2,-6.491903923E0,-9.933332981E0,-2.392598784E-1,1.186900021E1
2.045236634E2,-5.465267340E0,-7.585150816E0,-7.190097724E0,1.179411571E1
2.045336004E2,-8.236440593E-1,2.481713859E0,-1.332532383E1,1.357945317E1
2.045435374E2,-6.515655313E0,2.700530000E1,-6.353549445E0,2.849750134E1
2.045534754E2,-1.187847826E1,6.632023324E1,-1.556390812E0,6.739357488E1
2.045634124E2,-5.438594681E0,6.323803489E1,3.209254836E0,6.355255058E1
2.045733494E2,-4.727985486E-1,1.906386898E1,-1.533723204E-1,1.907034772E1
2.045832874E2,3.482278876E0,6.210672730E-1,-6.997760582E0,7.840959373E0
2.045932244E2,5.576128210E0,3.473591083E0,-8.890643160E-1,6.629440111E0
2.046031614E2,5.108258572E0,1.173980804E1,1.322964116E0,1.287119390E1
2.046130984E2,3.209773776E0,1.915059839E1,2.045943096E0,1.952521318E1
2.046230364E2,2.017403421E-1,2.137810338E1,4.201949501E-1,2.138318421E1
2.046329734E2,-1.873623604E0,1.989876718E1,-1.764508420E0,2.006451820E1
2.046429104E2,-2.707978885E0,1.573678690E1,-2.152012172E0,1.611244141E1
2.046528484E2,-3.533867106E0,1.119351437E1,-1.549912097E0,1.183998346E1
2.046627854E2,-4.419053402E0,6.943912404E0,-5.318241441E-1,8.247956678E0
2.046727224E2,-5.075811787E0,3.150915996E0,1.540315647E0,6.169660380E0
2.046826594E2,-5.575071033E0,1.310413653E-1,2.795575438E0,6.238095134E0
2.046925974E2,-5.365956475E0,-2.693806989E0,3.729254156E0,7.068056419E0
2.047025344E2,-3.760626222E0,-4.767728426E0,3.162794030E0,6.846664152E0
2.047124714E2,-2.142235043E0,-6.297415590E0,1.334321602E0,6.784322238E0
2.047224094E2,-8.170206258E-1,-7.933090553E0,2.273338974E-2,7.975084027E0
2.047323464E2,5.899694413E-1,-9.516878495E0,-1.350475412E0,9.630307579E0
2.047422834E2,1.893332229E0,-1.074155618E1,-3.013164951E0,1.131569260E1
2.047522214E2,2.882950966E0,-1.117041085E1,-3.246798638E0,1.198462291E1
2.047621584E2,3.508889847E0,-1.066038396E1,-2.409022443E0,1.147865337E1
2.047720954E2,3.445250214E0,-1.044880480E1,-1.672280434E0,1.112851260E1
2.047820324E2,2.368505624E0,-1.073399924E1,-1.402209091E0,1.108127921E1
2.047919704E2,6.183243442E-1,-1.087634269E1,-7.963382931E-1,1.092297166E1
2.048019074E2,-9.908448985E-1,-1.043725187E1,-3.271774435E-1,1.048928240E1
2.048118444E2,-1.338066305E0,-9.534617193E0,-1.690424198E-1,9.629533830E0
2.048217824E2,-5.754057813E-1,-8.527934818E0,-9.347790174E-1,8.598289126E0
2.048317194E2,6.178033572E-1,-8.108946733E0,-2.275124713E0,8.444696003E0
2.048416564E2,1.593446080E0,-8.457055455E0,-2.745463046E0,9.033184638E0
2.048515944E2,2.242063679E0,-8.661199880E0,-2.212702909E0,9.216251247E0
2.048615314E2,2.625201315E0,-8.716402273E0,-1.433105779E0,9.215266828E0
2.048714684E2,2.594858066E0,-8.903714318E0,-6.519423258E-1,9.297012738E0
2.048814054E2,2.315331337E0,-9.086897644E0,1.281265283E-1,9.378106654E0
2.048913434E2,1.960604737E0,-9.228225431E0,1.108825046E0,9.499137252E0
2.049012804E2,1.486079798E0,-9.536629804E0,2.031274186E0,9.863154466E0
2.049112174E2,9.684959632E-1,-1.002403850E1,2.352754102E0,1.034189461E1
2.049211554E2,3.847744911E-1,-1.024710393E1,2.073096396E0,1.046178374E1
2.049310924E2,-1.522746518E-1,-1.036605501E1,1.956057358E0,1.055009215E1
2.049410294E2,-7.637010357E-1,-1.037576957E1,2.028181593E0,1.059968651E1
2.049509674E2,-1.308855077E0,-9.682851126E0,2.348599656E0,1.004921031E1
2.049609044E2,-1.958449161E0,-9.194253693E0,2.596475991E0,9.752513095E0
2.049708414E2,-2.313959288E0,-9.066282116E0,2.036688123E0,9.576010521E0
2.049807784E2,-2.448855138E0,-8.886090226E0,1.144302442E0,9.288106323E0
2.049907164E2,-2.471967720E0,-8.631946844E0,1.942480488E-1,8.981027950E0
2.050006534E2,-2.552138894E0,-8.703872859E0,1.594886541E-1,9.071728188E0
2.050105904E2,-2.923692026E0,-8.407281616E0,1.188865242E0,8.980187070E0
2.050205284E2,-3.213982310E0,-6.336010721E0,-2.463144271E0,7.519427761E0
2.050304654E2,-2.736822615E0,-1.031161743E0,-1.048865007E1,1.088876820E1
2.050404024E2,-3.490131102E0,9.774233751E0,-5.108945035E0,1.156797216E1
2.050503404E2,-8.155829709E0,2.990061666E1,2.364217569E0,3.108301722E1
2.050602774E2,-9.669322423E0,5.389548470E1,4.653169777E0,5.495335346E1
2.050702144E2,-4.510768442E0,4.461594878E1,1.211309662E1,4.645058694E1
2.050801514E2,-1.896122228E0,2.103634766E1,1.056148883E1,2.361500050E1
2.050900894E2,-5.928908564E-1,1.930623841E1,3.672378289E0,1.966135100E1
2.051000262E2,2.532212752E-1,1.777703715E1,1.479897537E0,1.784032700E1
2.051099632E2,-1.235162034E0,1.403870402E1,-9.416976622E-1,1.412436301E1
2.051199012E2,-3.775007449E0,1.414155421E1,-3.103138397E0,1.496207554E1
2.051298382E2,-4.770882999E0,1.652299182E1,-4.793196559E0,1.785343991E1
2.051397752E2,-5.443427405E0,1.851228709E1,-5.594104890E0,2.009053720E1
2.051497132E2,-5.512378941E0,1.628283732E1,-4.437606910E0,1.775413946E1
2.051596502E2,-5.037061704E0,1.147701078E1,-3.023014001E0,1.289311369E1
2.051695872E2,-4.122449295E0,6.329499262E0,-2.358110737E0,7.913143203E0
2.051795252E2,-3.406404821E0,2.327067869E0,-1.762855412E0,4.486256555E0
2.051894622E2,-3.271177727E0,-5.931456488E-1,-1.145098248E0,3.516201854E0
2.051993992E2,-3.304601288E0,-2.906133422E0,-6.992066125E-1,4.455882744E0
2.052093362E2,-3.040561495E0,-4.711676432E0,2.901750569E-1,5.615078857E0
2.052192742E2,-2.208236952E0,-6.445992755E0,1.560546429E0,6.990167250E0
2.052292112E2,-9.209428972E-1,-8.086772922E0,1.816067414E0,8.339192585E0
2.052391482E2,3.647933127E-1,-9.451231220E0,6.266905403E-1,9.479007689E0
2.052490862E2,1.332515397E0,-1.043751500E1,-7.356054568E-1,1.054791126E1
2.052590232E2,1.977033805E0,-1.054497396E1,-1.298911595E0,1.080704908E1
2.052689602E2,1.853841742E0,-1.085429517E1,-2.135055832E0,1.121654654E1
2.052788982E2,1.159356830E0,-1.167889174E1,-3.571682804E0,1.226774383E1
2.052888352E2,-1.756107433E-1,-1.191093850E1,-4.075456100E0,1.259010077E1
2.052987722E2,-8.266939670E-1,-1.102161910E1,-3.730373898E0,1.166512751E1
2.053087092E2,-2.363377506E-1,-9.337944925E0,-2.857067097E0,9.768106436E0
2.053186472E2,1.496337423E0,-7.762299231E0,-3.126624908E0,8.501064542E0
2.053285842E2,2.986067199E0,-8.380217779E0,-4.055572643E0,9.777132340E0
2.053385212E2,3.836950220E0,-1.006765873E1,-3.721612430E0,1.139869897E1
2.053484592E2,4.536465785E0,-1.059043255E1,-2.846744422E0,1.186763402E1
2.053583962E2,4.948837745E0,-1.060421561E1,-1.287748091E0,1.177279401E1
2.053683332E2,4.818631070E0,-1.077033500E1,4.770766640E-1,1.180876470E1
2.053782712E2,4.573411417E0,-1.102014209E1,2.756100885E0,1.224564068E1
2.053882082E2,4.232745616E0,-1.138335242E1,6.071850475E0,1.357807850E1
2.053981452E2,3.628247014E0,-1.196911712E1,7.926315969E0,1.480710728E1
2.054080822E2,2.729831684E0,-1.226445531E1,6.664610792E0,1.422272414E1
2.054180202E2,1.558524754E0,-1.180914549E1,5.146646127E0,1.297585770E1
2.054279572E2,5.604591286E-1,-1.188327064E1,4.862216508E0,1.285174638E1
2.054378942E2,-4.325078706E-1,-1.183882362E1,4.826444412E0,1.279216062E1
2.054478322E2,-1.455881853E0,-1.113045332E1,4.304751154E0,1.202237354E1
2.054577692E2,-2.656142441E0,-1.037102631E1,3.596235847E0,1.129363501E1
2.054677062E2,-4.151487445E0,-9.303655098E0,2.919290242E0,1.059788194E1
2.054776442E2,-5.901954362E0,-8.331919777E0,2.438783017E0,1.049769570E1
2.054875812E2,-6.995703532E0,-7.490797806E0,2.146695884E0,1.047187772E1
2.054975182E2,-7.114776231E0,-7.343297698E0,2.286278277E0,1.047717186E1
2.055074562E2,-6.979594452E0,-5.585497203E0,1.750743490E0,9.109205262E0
2.055173932E2,-4.392080489E0,-5.456294203E-1,-3.574863104E0,5.689264337E0
2.055273302E2,5.223550169E-1,1.418532295E1,-1.675387732E1,2.195879430E1
2.055372672E2,-1.846074447E0,4.448983136E1,-1.028235445E1,4.569988948E1
2.055472052E2,-1.185554110E0,6.833268115E1,-3.597880376E0,6.843760366E1
2.055571422E2,3.321557044E0,4.067033654E1,-2.827718167E0,4.090360626E1
2.055670792E2,4.685158725E0,8.847471705E0,1.476876866E0,1.011976448E1
2.055770172E2,5.180080506E0,4.101835229E0,2.660515282E0,7.122964822E0
2.055869542E2,5.855167281E0,1.086799754E1,4.500678486E0,1.313972835E1
2.055968912E2,5.578198124E0,1.867958529E1,6.314668969E0,2.049190682E1
2.056068292E2,4.814291559E0,2.307164181E1,5.574457660E0,2.421884880E1
2.056167662E2,2.783995320E0,2.596495872E1,3.478225586E0,2.634440670E1
2.056267032E2,-1.180264719E0,2.576877294E1,-1.113045054E0,2.581978994E1
2.056366412E2,-4.424887754E0,1.834405568E1,-3.444364945E0,1.918196185E1
2.056465782E2,-6.356456680E0,8.816326511E0,-6.572475777E-1,1.088871568E1
2.056565152E2,-7.801872017E0,3.483465276E0,1.358908120E0,8.651610751E0
2.056664522E2,-9.947954528E0,1.814069420E0,1.351588137E0,1.020193304E1
2.056763902E2,-1.177734482E1,8.317436224E-1,2.146220505E-1,1.180862867E1
2.056863272E2,-1.072042551E1,-1.909883065E0,-1.734252003E0,1.102645938E1
2.056962642E2,-7.179432403E0,-4.574974378E0,-2.234156928E0,8.801482680E0
2.057062022E2,-4.254812716E0,-6.012593622E0,-1.851296303E0,7.594867432E0
2.057161392E2,-2.443198688E0,-7.479462978E0,-1.673605852E0,8.044410657E0
2.057260762E2,-1.721104685E0,-8.966587089E0,-1.580919151E0,9.266131379E0
2.057360142E2,-1.480697729E0,-1.007380064E1,-1.352500157E0,1.027147418E1
2.057459512E2,-1.396187044E0,-1.107339151E1,-1.243634942E0,1.123013650E1
2.057558882E2,-1.623493313E0,-1.243808721E1,-9.428477365E-1,1.257897873E1
2.057658252E2,-1.694084847E0,-1.325678628E1,-8.026315051E-1,1.338867145E1
2.057757632E2,-1.422313573E0,-1.217818315E1,-1.295309125E0,1.232919083E1
2.057857002E2,-1.117397649E0,-9.703679493E0,-2.341770108E0,1.004459359E1
2.057956372E2,-5.823493499E-1,-8.258404489E0,-2.584419032E0,8.672923222E0
2.058055752E2,4.460020749E-1,-8.395752661E0,-2.686931832E0,8.826504590E0
2.058155122E2,1.617508834E0,-8.749213924E0,-2.759984021E0,9.315717413E0
2.058254492E2,2.531769241E0,-9.306656474E0,-1.661477557E0,9.786941191E0
2.058353872E2,2.879729735E0,-9.772787150E0,-4.018305999E-1,1.019616005E1
2.058453242E2,2.883319633E0,-9.907678907E0,3.652410267E-1,1.032516510E1
2.058552612E2,2.927243333E0,-1.005577017E1,7.940793675E-1,1.050322947E1
2.058651982E2,3.097678559E0,-1.022764790E1,1.255220030E0,1.075992432E1
2.058751362E2,3.262154596E0,-1.033247445E1,1.673231045E0,1.096363913E1
2.058850732E2,3.323226424E0,-1.038673427E1,1.781573519E0,1.104998130E1
2.058950102E2,3.033220900E0,-1.025345050E1,1.389878483E0,1.078264524E1
2.059049482E2,2.250342459E0,-9.778423866E0,6.164555740E-1,1.005294146E1
2.059148852E2,1.328386824E0,-9.276464961E0,4.134262133E-1,9.380209750E0
2.059248222E2,7.649843533E-1,-8.663006669E0,8.237896550E-1,8.735646227E0
2.059347602E2,2.201175562E-1,-7.876062659E0,1.433322126E0,8.008447232E0
2.059446972E2,-5.990560144E-1,-7.407766174E0,1.814492759E0,7.650245210E0
2.059546342E2,-1.887860843E0,-7.221869740E0,1.528018953E0,7.619334815E0
2.059645722E2,-2.926979623E0,-8.041502025E0,1.336985739E0,8.661437259E0
2.059745092E2,-3.962038535E0,-8.941549312E0,1.943568875E0,9.971284442E0
2.059844462E2,-4.386957158E0,-9.877245319E0,2.343889139E0,1.105889617E1
2.059943832E2,-4.505664115E0,-1.083956019E1,3.363927723E0,1.221118684E1
